id,name,cleanName,english_name,shortHand,country,continent,founded,image,flag_element,season,seasonClean,url,stadium_name,stadium_address,table_position,performance_rank,risk,season_format,competition_id,full_name,alt_names,official_sites.
76,Villarreal CF,Villarreal,Villarreal CF,villarreal-cf,Spain,,1923,https://cdn.footystats.org/img/teams/spain-villarreal-cf.png,,2015/2016,,https://footystats.org/clubs/spain/villarreal-cf,,,4,4,42,Domestic League,35,Villarreal CF,[],http://www.villarrealcf.es/en/
83,FC Barcelona,FC Barcelona,FC Barcelona,fc-barcelona,Spain,,1899,https://cdn.footystats.org/img/teams/spain-fc-barcelona.png,,2015/2016,,https://footystats.org/clubs/spain/fc-barcelona,,,1,1,121,Domestic League,35,FC Barcelona,[],https://www.fcbarcelona.com/en/
84,Real Madrid CF,Real Madrid,Real Madrid CF,real-madrid-cf,Spain,,1902,https://cdn.footystats.org/img/teams/spain-real-madrid-cf.png,,2015/2016,,https://footystats.org/clubs/spain/real-madrid-cf,,,2,2,137,Domestic League,35,Real Madrid CF,[],https://www.realmadrid.com/en
98,Sevilla FC,Sevilla FC,Sevilla FC,sevilla-fc,Spain,,1890,https://cdn.footystats.org/img/teams/spain-sevilla-fc.png,,2015/2016,,https://footystats.org/clubs/spain/sevilla-fc,,,7,7,71,Domestic League,35,Sevilla FC,[],https://www.sevillafc.es/en
117,Club Atlético de Madrid,Atlético Madrid,Club Atletico de Madrid,club-atletico-de-madrid,Spain,,1903,https://cdn.footystats.org/img/teams/spain-club-atletico-de-madrid.png,,2015/2016,,https://footystats.org/clubs/spain/club-atletico-de-madrid,,,3,3,47,Domestic League,35,Club Atlético de Madrid,[],http://en.atleticodemadrid.com/
276,UD Las Palmas,UD Las Palmas,UD Las Palmas,ud-las-palmas,Spain,,1949,https://cdn.footystats.org/img/teams/spain-ud-las-palmas.png,,2015/2016,,https://footystats.org/clubs/spain/ud-las-palmas,,,12,12,58,Domestic League,35,UD Las Palmas,[],https://www.udlaspalmas.es/en
279,SD Eibar,SD Eibar,SD Eibar,sd-eibar,Spain,,1940,https://cdn.footystats.org/img/teams/spain-sd-eibar.png,,2015/2016,,https://footystats.org/clubs/spain/sd-eibar,,,13,13,55,Domestic League,35,SD Eibar,[],http://www.sdeibar.com/en
280,Reial Club Deportiu Espanyol,RCD Espanyol,Reial Club Deportiu Espanyol,reial-club-deportiu-espanyol,Spain,,1900,https://cdn.footystats.org/img/teams/spain-reial-club-deportiu-espanyol.png,,2015/2016,,https://footystats.org/clubs/spain/reial-club-deportiu-espanyol,,,14,14,97,Domestic League,35,Reial Club Deportiu Espanyol,[],https://www.rcdespanyol.com/
281,Real Club Celta de Vigo,Celta de Vigo,Real Club Celta de Vigo,real-club-celta-de-vigo,Spain,,1923,https://cdn.footystats.org/img/teams/spain-real-club-celta-de-vigo.png,,2015/2016,,https://footystats.org/clubs/spain/real-club-celta-de-vigo,,,6,6,100,Domestic League,35,Real Club Celta de Vigo,[],http://www.rccelta.es/index.php/es/
282,Granada CF,Granada CF,Granada CF,granada-cf,Spain,,1931,https://cdn.footystats.org/img/teams/spain-granada-cf.png,,2015/2016,,https://footystats.org/clubs/spain/granada-cf,,,17,17,87,Domestic League,35,Granada CF,[],https://www.granadacf.es/
283,Málaga CF,Málaga CF,Malaga CF,malaga-cf,Spain,,1948,https://cdn.footystats.org/img/teams/spain-malaga-cf.png,,2015/2016,,https://footystats.org/clubs/spain/malaga-cf,,,8,8,34,Domestic League,35,Málaga CF,[],https://www.malagacf.com/en
284,Real Betis Balompié,Real Betis,Real Betis Balompie,real-betis-balompie,Spain,,1907,https://cdn.footystats.org/img/teams/spain-real-betis-balompie.png,,2015/2016,,https://footystats.org/clubs/spain/real-betis-balompie,,,10,10,53,Domestic League,35,Real Betis Balompié,[],https://en.realbetisbalompie.es/
285,Athletic Club Bilbao,Athletic Club Bilbao,Athletic Club Bilbao,athletic-club-bilbao,Spain,,1898,https://cdn.footystats.org/img/teams/spain-athletic-club-bilbao.png,,2015/2016,,https://footystats.org/clubs/spain/athletic-club-bilbao,,,5,5,68,Domestic League,35,Athletic Club Bilbao,[],https://www.athletic-club.eus/en/
286,Real Club Deportivo de La Coruña,Deportivo La Coruña,Real Club Deportivo de La Coruna,real-club-deportivo-de-la-coruna,Spain,,1906,https://cdn.footystats.org/img/teams/spain-real-club-deportivo-de-la-coruna.png,,2015/2016,,https://footystats.org/clubs/spain/real-club-deportivo-de-la-coruna,,,15,15,68,Domestic League,35,Real Club Deportivo de La Coruña,[],https://www.rcdeportivo.es/en
288,Valencia CF,Valencia CF,Valencia CF,valencia-cf,Spain,,1919,https://cdn.footystats.org/img/teams/spain-valencia-cf.png,,2015/2016,,https://footystats.org/clubs/spain/valencia-cf,,,11,11,66,Domestic League,35,Valencia CF,[],https://www.valenciacf.com/en
289,Real Sporting de Gijón,Sporting Gijón,Real Sporting de Gijon,real-sporting-de-gijon,Spain,,1905,https://cdn.footystats.org/img/teams/spain-real-sporting-de-gijon.png,,2015/2016,,https://footystats.org/clubs/spain/real-sporting-de-gijon,,,16,16,84,Domestic League,35,Real Sporting de Gijón,[],https://www.realsporting.com/
290,Real Sociedad de Fútbol,Real Sociedad,Real Sociedad de Futbol,real-sociedad-de-futbol,Spain,,1909,https://cdn.footystats.org/img/teams/spain-real-sociedad-de-futbol.png,,2015/2016,,https://footystats.org/clubs/spain/real-sociedad-de-futbol,,,9,9,53,Domestic League,35,Real Sociedad de Fútbol,[],https://www.realsociedad.eus/
