id,name,cleanName,english_name,shortHand,country,continent,founded,image,flag_element,season,seasonClean,url,stadium_name,stadium_address,table_position,performance_rank,risk,season_format,competition_id,full_name,alt_names,official_sites.
59,Arsenal FC,Arsenal,Arsenal FC,arsenal-fc,England,,1886,https://cdn.footystats.org/img/teams/england-arsenal-fc.png,,2015/2016,,https://footystats.org/clubs/england/arsenal-fc,,,2,2,68,Domestic League,10,Arsenal FC,[],https://www.arsenal.com/
92,Tottenham Hotspur FC,Tottenham Hotspur,Tottenham Hotspur FC,tottenham-hotspur-fc,England,,1882,https://cdn.footystats.org/img/teams/england-tottenham-hotspur-fc.png,,2015/2016,,https://footystats.org/clubs/england/tottenham-hotspur-fc,,,3,3,79,Domestic League,10,Tottenham Hotspur FC,[],https://www.tottenhamhotspur.com/
93,Manchester City FC,Manchester City,Manchester City FC,manchester-city-fc,England,,1880,https://cdn.footystats.org/img/teams/england-manchester-city-fc.png,,2015/2016,,https://footystats.org/clubs/england/manchester-city-fc,,,4,4,97,Domestic League,10,Manchester City FC,['Man City'],https://www.mancity.com/
108,Leicester City FC,Leicester City,Leicester City FC,leicester-city-fc,England,,1884,https://cdn.footystats.org/img/teams/england-leicester-city-fc.png,,2015/2016,,https://footystats.org/clubs/england/leicester-city-fc,,,1,1,55,Domestic League,10,Leicester City FC,['Leicester'],https://www.lcfc.com/
141,Stoke City FC,Stoke City,Stoke City FC,stoke-city-fc,England,,1868,https://cdn.footystats.org/img/teams/england-stoke-city-fc.png,,2015/2016,,https://footystats.org/clubs/england/stoke-city-fc,,,9,9,63,Domestic League,10,Stoke City FC,[],https://www.stokecityfc.com/
142,West Bromwich Albion FC,West Bromwich Albion,West Bromwich Albion FC,west-bromwich-albion-fc,England,,1878,https://cdn.footystats.org/img/teams/england-west-bromwich-albion-fc.png,,2015/2016,,https://footystats.org/clubs/england/west-bromwich-albion-fc,,,14,14,39,Domestic League,10,West Bromwich Albion FC,['West Brom'],https://www.wba.co.uk/
143,Crystal Palace FC,Crystal Palace,Crystal Palace FC,crystal-palace-fc,England,,1905,https://cdn.footystats.org/img/teams/england-crystal-palace-fc.png,,2015/2016,,https://footystats.org/clubs/england/crystal-palace-fc,,,15,15,58,Domestic League,10,Crystal Palace FC,[],https://www.cpfc.co.uk/
144,Everton FC,Everton,Everton FC,everton-fc,England,,1878,https://cdn.footystats.org/img/teams/england-everton-fc.png,,2015/2016,,https://footystats.org/clubs/england/everton-fc,,,11,11,87,Domestic League,10,Everton FC,[],https://www.evertonfc.com/
146,Southampton FC,Southampton,Southampton FC,southampton-fc,England,,1885,https://cdn.footystats.org/img/teams/england-southampton-fc.png,,2015/2016,,https://footystats.org/clubs/england/southampton-fc,,,6,6,58,Domestic League,10,Southampton FC,[],https://www.southamptonfc.com/
148,AFC Bournemouth,AFC Bournemouth,AFC Bournemouth,afc-bournemouth,England,,1899,https://cdn.footystats.org/img/teams/england-afc-bournemouth.png,,2015/2016,,https://footystats.org/clubs/england/afc-bournemouth,,,16,16,82,Domestic League,10,AFC Bournemouth,[],https://www.afcb.co.uk/
149,Manchester United FC,Manchester United,Manchester United FC,manchester-united-fc,England,,1878,https://cdn.footystats.org/img/teams/england-manchester-united-fc.png,,2015/2016,,https://footystats.org/clubs/england/manchester-united-fc,,,5,5,58,Domestic League,10,Manchester United FC,['Man Utd'],https://www.manutd.com/
151,Liverpool FC,Liverpool,Liverpool FC,liverpool-fc,England,,1892,https://cdn.footystats.org/img/teams/england-liverpool-fc.png,,2015/2016,,https://footystats.org/clubs/england/liverpool-fc,,,8,8,68,Domestic League,10,Liverpool FC,[],https://www.liverpoolfc.com/
152,Chelsea FC,Chelsea,Chelsea FC,chelsea-fc,England,,1905,https://cdn.footystats.org/img/teams/england-chelsea-fc.png,,2015/2016,,https://footystats.org/clubs/england/chelsea-fc,,,10,10,74,Domestic League,10,Chelsea FC,[],https://www.chelseafc.com/en
153,West Ham United FC,West Ham United,West Ham United FC,west-ham-united-fc,England,,1895,https://cdn.footystats.org/img/teams/england-west-ham-united-fc.png,,2015/2016,,https://footystats.org/clubs/england/west-ham-united-fc,,,7,7,82,Domestic League,10,West Ham United FC,[],https://www.whufc.com/
154,Swansea City AFC,Swansea City,Swansea City AFC,swansea-city-afc,Wales,,1912,https://cdn.footystats.org/img/teams/wales-swansea-city-afc.png,,2015/2016,,https://footystats.org/clubs/wales/swansea-city-afc,,,12,12,53,Domestic League,10,Swansea City AFC,['Swansea'],https://www.swanseacity.com/
155,Watford FC,Watford,Watford FC,watford-fc,England,,1881,https://cdn.footystats.org/img/teams/england-watford-fc.png,,2015/2016,,https://footystats.org/clubs/england/watford-fc,,,13,13,55,Domestic League,10,Watford FC,[],http://www.watfordfc.com/
156,Sunderland AFC,Sunderland,Sunderland AFC,sunderland-afc,England,,1879,https://cdn.footystats.org/img/teams/england-sunderland-afc.png,,2015/2016,,https://footystats.org/clubs/england/sunderland-afc,,,17,17,74,Domestic League,10,Sunderland AFC,[],https://www.safc.com/
157,Newcastle United FC,Newcastle United,Newcastle United FC,newcastle-united-fc,England,,1892,https://cdn.footystats.org/img/teams/england-newcastle-united-fc.png,,2015/2016,,https://footystats.org/clubs/england/newcastle-united-fc,,,18,18,74,Domestic League,10,Newcastle United FC,[],https://www.nufc.co.uk/
158,Aston Villa FC,Aston Villa,Aston Villa FC,aston-villa-fc,England,,1874,https://cdn.footystats.org/img/teams/england-aston-villa-fc.png,,2015/2016,,https://footystats.org/clubs/england/aston-villa-fc,,,20,20,76,Domestic League,10,Aston Villa FC,[],https://www.avfc.co.uk/
159,Norwich City FC,Norwich City,Norwich City FC,norwich-city-fc,England,,1902,https://cdn.footystats.org/img/teams/england-norwich-city-fc.png,,2015/2016,,https://footystats.org/clubs/england/norwich-city-fc,,,19,19,58,Domestic League,10,Norwich City FC,[],https://www.canaries.co.uk/
